id,concept,hit
137,conceptnet:eat:1216,0
138,tendon.n.01,0
139,invertebrate.n.01,0
140,model.n.03,0
141,conceptnet:run:1237,0
142,protective_covering.n.01,0
143,conceptnet:humorous:1519,0
144,conceptnet:carpentry:1555,0
145,conceptnet:purse:1584,0
146,pole.n.06,0
147,nutriment.n.01,0
148,conceptnet:craftswoman:1798,1
149,conceptnet:scotland:1289,0
150,conceptnet:refrigerator:1282,0
151,conceptnet:green:1312,0
152,conceptnet:chair_committee:1758,0
153,medicine.n.02,0
154,conceptnet:bottle:1353,0
155,conceptnet:dialect:1331,0
156,conceptnet:chair_meeting:1683,0
157,conceptnet:can:1290,0
158,conceptnet:chess:1270,0
159,meal.n.01,0
160,conceptnet:hind_wing:1714,1
161,conceptnet:grammar:1407,0
162,conceptnet:suitcase:1538,0
163,conceptnet:chemistry:1254,0
164,conceptnet:nautical:1204,0
165,dinner.n.01,0
166,conceptnet:groomsmaid:1942,0
167,conceptnet:top_of_mountain:1702,0
168,foot.n.01,1
169,conceptnet:horses:1768,0
170,conceptnet:family:1246,0
171,conceptnet:high_priestess:1820,0
172,water.n.06,1
173,conceptnet:music:1209,0
174,city.n.01,0
175,conceptnet:iron_clothes:1883,0
176,maid.n.01,0
177,conceptnet:forest:1326,0
178,conceptnet:slang:1201,0
179,beverage.n.01,1
180,conceptnet:starting_fire:1752,0
181,conceptnet:colour:1346,0
182,conceptnet:vertebrate:1355,0
183,conceptnet:chemistry:1254,0
184,conceptnet:fork_in_road:1781,0
185,conceptnet:fly:1244,0
186,conceptnet:chess:1270,0
187,jersey.n.04,0
188,conceptnet:gentleman:1395,0
189,general.n.01,0
190,solid.n.01,0
191,soft_drink.n.01,0
192,conceptnet:experience_pain:1894,0
193,conceptnet:clean_house:1756,0
194,universe.n.01,0
195,conceptnet:customer:1769,0
196,conceptnet:disneyland:1695,0
197,conceptnet:historical:1207,0
198,conceptnet:cytology:1318,0
199,conceptnet:geometry:1222,0
200,conceptnet:captain_ship:1680,0
201,conceptnet:military:1210,0
202,conceptnet:talk_on_phone:1897,0
203,conceptnet:hardel:1804,0
204,matriarch.n.01,0
205,conceptnet:zoology:1221,0
206,conceptnet:fly:1244,1
207,conceptnet:embroidery:1592,1
208,conceptnet:zero:1645,0
209,conceptnet:india:1487,0
210,prince.n.01,0
211,conceptnet:cytology:1318,0
212,conceptnet:engineering:1278,0
213,decoration.n.01,0
214,conceptnet:answer_telephone:1761,0
215,conceptnet:offer_solace:1901,0
216,conceptnet:drive_train:1891,0
217,conceptnet:draw_attention:1896,0
218,conceptnet:bridge_river:1757,0
219,conceptnet:effect:1429,0
220,conceptnet:coat_walls:1889,0
221,conceptnet:footwear:1861,0
222,conceptnet:cloud_judgement:1893,0
223,conceptnet:chair_committee:1758,0
224,conceptnet:cytology:1318,0
225,somatic_cell.n.01,0
226,decoration.n.01,0
227,conceptnet:cloud_judgement:1893,0
228,conceptnet:bottom_of_sea:1537,0
229,whole.n.02,0
230,conceptnet:community:1566,0
231,conceptnet:generalist:1799,0
232,conceptnet:conference:1588,0
233,expert.n.01,0
234,organ.n.01,0
235,conceptnet:twine:1593,0
236,conceptnet:offer_solace:1901,0
237,conceptnet:fall_down:1621,0
238,conceptnet:historical:1207,0
239,conceptnet:heraldiccharge:1599,0
240,conceptnet:play:1236,0
241,conceptnet:mouth:1230,0
242,conceptnet:eating:1257,0
243,foot.n.01,0
244,conceptnet:constant:1546,0
245,conceptnet:coat_walls:1889,0
246,conceptnet:rail:1554,0
247,conceptnet:reproduce:1565,0
248,conceptnet:empire_waist:1822,0
249,ice.n.02,0
250,beverage.n.01,1
251,conceptnet:go_home:1684,0
252,conceptnet:complete_job:1902,0
253,conceptnet:north_america:1558,0
254,a_quick,0
255,a_slow,0
256,a_hot,0
257,small.n.01,0
