id,concept,hit
95,conceptnet:nonstandard:1406,0
96,specialist.n.01,0
97,cub.n.03,0
98,conceptnet:reception_area:1780,0
99,conceptnet:apartment:1412,0
100,conceptnet:shop:1327,0
101,foal.n.01,0
102,conceptnet:kiss:1754,0
103,lamb.n.01,0
104,conceptnet:good:1470,0
105,vitamin.n.01,0
106,agent.n.03,0
107,igniter.n.01,0
108,conceptnet:living:1260,0
109,conceptnet:film:1461,0
110,aristocrat.n.01,0
111,victoria.n.03,0
112,elected_official.n.01,0
113,conceptnet:television:1523,1
114,conceptnet:subway:1925,0
115,adornment.n.01,0
116,arbovirus.n.01,0
117,conceptnet:office:1227,0
118,conceptnet:tennis:1459,0
119,location.n.01,0
120,conceptnet:geology:1296,0
121,conceptnet:market:1377,0
122,tom.n.02,0
123,conceptnet:horse_racing:1846,0
124,bunt.n.03,0
125,herb.n.01,0
126,filet.n.03,0
127,rust.n.04,0
128,rust.n.04,0
129,conceptnet:bookstore:1776,0
130,conceptnet:floor:1306,0
131,causal_agent.n.01,0
132,italy.n.01,0
133,conceptnet:eat:1216,0
134,tendon.n.01,0
135,official.n.01,1
136,invertebrate.n.01,0
137,model.n.03,0
138,protective_covering.n.01,0
139,conceptnet:humorous:1519,0
140,sediment.n.01,0
141,conceptnet:carpentry:1555,0
142,conceptnet:purse:1584,0
143,pole.n.06,0
144,nutriment.n.01,0
145,conceptnet:craftswoman:1798,0
146,conceptnet:scotland:1289,0
147,conceptnet:refrigerator:1282,0
148,conceptnet:green:1312,0
149,conceptnet:chair_committee:1758,0
150,medicine.n.02,0
151,conceptnet:bottle:1353,0
152,conceptnet:dialect:1331,0
153,conceptnet:chair_meeting:1683,0
154,conceptnet:can:1290,0
155,conceptnet:chess:1270,0
156,meal.n.01,0
157,conceptnet:grammar:1407,0
158,conceptnet:suitcase:1538,0
159,conceptnet:chemistry:1254,0
160,conceptnet:nautical:1204,0
161,dinner.n.01,0
162,conceptnet:groomsmaid:1942,0
163,conceptnet:top_of_mountain:1702,0
164,conceptnet:horses:1768,0
165,conceptnet:family:1246,0
166,conceptnet:high_priestess:1820,0
167,water.n.06,0
168,conceptnet:music:1209,0
169,city.n.01,0
170,conceptnet:iron_clothes:1883,0
171,maid.n.01,0
172,conceptnet:forest:1326,0
173,conceptnet:slang:1201,0
174,conceptnet:starting_fire:1752,0
175,conceptnet:colour:1346,0
176,conceptnet:vertebrate:1355,0
177,conceptnet:chemistry:1254,0
178,conceptnet:fork_in_road:1781,0
179,conceptnet:chess:1270,0
180,jersey.n.04,0
181,conceptnet:gentleman:1395,0
182,sleeve.n.01,1
183,general.n.01,1
184,solid.n.01,0
185,soft_drink.n.01,0
186,conceptnet:experience_pain:1894,0
187,conceptnet:clean_house:1756,0
188,universe.n.01,0
189,flour.n.01,0
190,drug.n.01,1
191,conceptnet:customer:1769,0
192,conceptnet:disneyland:1695,0
193,conceptnet:historical:1207,0
194,conceptnet:cytology:1318,0
195,conceptnet:captain_ship:1680,0
196,conceptnet:military:1210,0
197,conceptnet:talk_on_phone:1897,0
198,conceptnet:hardel:1804,0
199,matriarch.n.01,1
200,apoapsis.n.01,0
201,conceptnet:zoology:1221,0
202,conceptnet:organic_compound:1518,1
203,conceptnet:embroidery:1592,0
204,conceptnet:zero:1645,0
205,conceptnet:india:1487,0
206,prince.n.01,1
207,conceptnet:cytology:1318,0
208,conceptnet:engineering:1278,0
209,decoration.n.01,0
210,conceptnet:answer_telephone:1761,0
211,conceptnet:offer_solace:1901,0
212,conceptnet:drive_train:1891,1
213,conceptnet:draw_attention:1896,0
214,conceptnet:bridge_river:1757,0
215,conceptnet:effect:1429,0
216,conceptnet:coat_walls:1889,0
217,conceptnet:footwear:1861,0
218,conceptnet:cloud_judgement:1893,0
219,conceptnet:chair_committee:1758,0
220,somatic_cell.n.01,0
221,decoration.n.01,0
222,conceptnet:cloud_judgement:1893,0
223,conceptnet:bottom_of_sea:1537,0
224,whole.n.02,0
225,conceptnet:community:1566,0
226,conceptnet:generalist:1799,0
227,conceptnet:conference:1588,0
228,expert.n.01,0
229,organ.n.01,0
230,conceptnet:twine:1593,0
231,conceptnet:offer_solace:1901,0
232,conceptnet:fall_down:1621,0
233,conceptnet:historical:1207,0
234,conceptnet:heraldiccharge:1599,0
235,conceptnet:play:1236,0
236,conceptnet:mouth:1230,0
237,conceptnet:eating:1257,0
238,foot.n.01,0
239,conceptnet:constant:1546,0
240,conceptnet:coat_walls:1889,0
241,conceptnet:rail:1554,0
242,conceptnet:reproduce:1565,0
243,conceptnet:empire_waist:1822,0
244,ice.n.02,0
245,beverage.n.01,0
246,beverage.n.01,0
247,conceptnet:go_home:1684,0
248,conceptnet:complete_job:1902,0
249,conceptnet:north_america:1558,0
250,a_quick,0
251,a_slow,0
252,a_hot,0
253,small.n.01,0
