id,concept,hit
158,conceptnet:office:1227,0
159,conceptnet:complete_job:1902,0
160,conceptnet:iron_clothes:1883,0
161,conceptnet:make:1384,0
162,religious.n.01,0
163,swing.n.02,0
164,zimbabwe.n.01,0
165,small.n.01,0
166,a_pointy,0
167,conceptnet:computing:1203,0
168,conceptnet:grow:1456,0
169,nutriment.n.01,0
170,conceptnet:green:1312,0
171,conceptnet:fall_down:1621,0
172,conceptnet:mouth:1230,0
173,conceptnet:talk_on_phone:1897,0
174,conceptnet:short:1608,0
175,decoration.n.01,0
176,conceptnet:safety:1789,0
177,conceptnet:office:1227,0
178,conceptnet:car:1371,0
179,conceptnet:curling:1404,0
180,conceptnet:end_of_line:1583,0
181,conceptnet:glass:1285,0
182,conceptnet:broadcasting:1771,0
183,conceptnet:complex:1469,0
184,conceptnet:map:1420,0
185,conceptnet:north_america:1558,0
186,a_acidic,0
187,conceptnet:canada:1228,0
188,conceptnet:sport:1527,0
189,conceptnet:science_fiction:1659,0
190,conceptnet:dentistry:1490,0
191,conceptnet:dentistry:1490,0
192,conceptnet:top_of_mountain:1702,0
193,conceptnet:round:1259,0
194,conceptnet:scotland:1289,0
195,conceptnet:neuroanatomy:1433,1
196,conceptnet:horses:1768,0
197,conceptnet:film:1461,0
198,conceptnet:round:1259,0
199,conceptnet:get_drunk:1529,0
200,liqueur.n.01,0
201,conceptnet:support:1271,0
202,conceptnet:country:1215,1
203,conceptnet:sharp:1415,0
204,conceptnet:grammar:1407,0
205,conceptnet:entertainment:1601,0
206,nigeria.n.01,0
207,conceptnet:living:1260,0
208,conceptnet:wave_hair:1880,1
209,pocket.n.09,0
210,conceptnet:cloud_judgement:1893,0
211,conceptnet:crash:1654,0
212,adornment.n.01,0
213,conceptnet:box:1293,0
214,conceptnet:church:1303,0
215,topographic_point.n.01,0
216,conceptnet:cabinet:1452,0
217,conceptnet:north_america:1558,0
218,conceptnet:bar:1219,0
219,rust.n.04,0
220,conceptnet:zoology:1221,1
221,small.n.01,0
222,conceptnet:uk:1206,0
223,conceptnet:iron_clothes:1883,0
224,conceptnet:pray:1677,0
225,protective_covering.n.01,0
226,rust.n.04,0
227,a_harmful,0
228,conceptnet:religion:1409,0
229,conceptnet:floor:1306,0
230,conceptnet:garage:1419,0
231,conceptnet:cytology:1318,0
232,conceptnet:bar:1219,0
233,conceptnet:a:1342,0
