id,concept,hit
143,conceptnet:store:1251,0
144,a_healthy,0
145,archduke.n.01,1
146,conceptnet:good:1470,0
147,conceptnet:rail:1554,0
148,conceptnet:container:1283,0
149,filet.n.03,0
150,point_lace.n.01,0
151,rust.n.04,0
152,a_yellow,0
153,conceptnet:hospital:1426,0
154,conceptnet:carpentry:1555,0
155,conceptnet:container:1283,0
156,conceptnet:television:1523,0
157,conceptnet:office:1227,0
158,conceptnet:complete_job:1902,0
159,conceptnet:iron_clothes:1883,0
160,religious.n.01,0
161,swing.n.02,0
162,zimbabwe.n.01,0
163,small.n.01,0
164,a_pointy,0
165,conceptnet:computing:1203,0
166,conceptnet:grow:1456,0
167,conceptnet:robovirus:1723,0
168,conceptnet:green:1312,0
169,conceptnet:fall_down:1621,0
170,conceptnet:mouth:1230,0
171,conceptnet:talk_on_phone:1897,0
172,conceptnet:short:1608,0
173,conceptnet:mug:1687,0
174,herb.n.01,0
175,conceptnet:office:1227,0
176,conceptnet:car:1371,0
177,conceptnet:curling:1404,0
178,conceptnet:end_of_line:1583,0
179,conceptnet:glass:1285,0
180,conceptnet:broadcasting:1771,0
181,latissimus_dorsi.n.01,0
182,jersey.n.04,0
183,conceptnet:complex:1469,0
184,reproductive_cell.n.01,0
185,conceptnet:map:1420,0
186,conceptnet:north_america:1558,0
187,a_acidic,0
188,conceptnet:canada:1228,0
189,conceptnet:science_fiction:1659,0
190,conceptnet:dentistry:1490,0
191,conceptnet:dentistry:1490,0
192,conceptnet:top_of_mountain:1702,0
193,conceptnet:round:1259,0
194,gasoline.n.01,1
195,conceptnet:scotland:1289,0
196,conceptnet:film:1461,0
197,conceptnet:round:1259,0
198,liqueur.n.01,0
199,conceptnet:country:1215,0
200,conceptnet:sharp:1415,0
201,conceptnet:grammar:1407,0
202,nigeria.n.01,0
203,conceptnet:living:1260,0
204,hunk.n.02,0
205,conceptnet:wave_hair:1880,1
206,pocket.n.09,0
207,conceptnet:cloud_judgement:1893,0
208,conceptnet:crash:1654,0
209,conceptnet:box:1293,0
210,conceptnet:church:1303,0
211,topographic_point.n.01,0
212,conceptnet:cabinet:1452,0
213,conceptnet:fly:1244,0
214,conceptnet:north_america:1558,0
215,conceptnet:bar:1219,0
216,rust.n.04,0
217,conceptnet:zoology:1221,0
218,small.n.01,0
219,conceptnet:uk:1206,0
220,conceptnet:iron_clothes:1883,0
221,conceptnet:pray:1677,0
222,rust.n.04,0
223,a_harmful,0
224,conceptnet:religion:1409,0
225,conceptnet:floor:1306,0
226,conceptnet:garage:1419,0
227,conceptnet:cytology:1318,0
228,torso.n.01,0
229,conceptnet:bar:1219,0
230,conceptnet:a:1342,0
231,whisker.n.02,0
