id,concept,hit
157,conceptnet:container:1283,0
158,conceptnet:television:1523,0
159,conceptnet:office:1227,0
160,conceptnet:complete_job:1902,0
161,conceptnet:iron_clothes:1883,0
162,conceptnet:make:1384,0
163,religious.n.01,0
164,swing.n.02,0
165,zimbabwe.n.01,0
166,small.n.01,0
167,a_pointy,1
168,conceptnet:computing:1203,0
169,conceptnet:grow:1456,0
170,nutriment.n.01,0
171,conceptnet:green:1312,0
172,conceptnet:fall_down:1621,0
173,conceptnet:mouth:1230,0
174,conceptnet:talk_on_phone:1897,0
175,conceptnet:short:1608,0
176,decoration.n.01,0
177,conceptnet:safety:1789,0
178,conceptnet:office:1227,0
179,conceptnet:car:1371,0
180,conceptnet:curling:1404,0
181,conceptnet:end_of_line:1583,0
182,conceptnet:glass:1285,0
183,conceptnet:broadcasting:1771,0
184,conceptnet:complex:1469,0
185,conceptnet:map:1420,0
186,conceptnet:north_america:1558,0
187,a_acidic,0
188,conceptnet:canada:1228,0
189,conceptnet:sport:1527,0
190,conceptnet:science_fiction:1659,0
191,conceptnet:dentistry:1490,0
192,conceptnet:dentistry:1490,0
193,conceptnet:top_of_mountain:1702,0
194,conceptnet:round:1259,0
195,conceptnet:scotland:1289,0
196,conceptnet:horses:1768,0
197,conceptnet:film:1461,0
198,conceptnet:round:1259,0
199,conceptnet:get_drunk:1529,0
200,liqueur.n.01,0
201,conceptnet:support:1271,0
202,conceptnet:sharp:1415,0
203,conceptnet:grammar:1407,0
204,conceptnet:entertainment:1601,0
205,nigeria.n.01,0
206,conceptnet:living:1260,0
207,pocket.n.09,0
208,conceptnet:cloud_judgement:1893,0
209,conceptnet:crash:1654,0
210,adornment.n.01,0
211,conceptnet:box:1293,0
212,conceptnet:church:1303,0
213,topographic_point.n.01,0
214,conceptnet:cabinet:1452,0
215,conceptnet:fly:1244,1
216,conceptnet:north_america:1558,0
217,conceptnet:bar:1219,0
218,rust.n.04,0
219,small.n.01,0
220,conceptnet:uk:1206,0
221,conceptnet:iron_clothes:1883,0
222,conceptnet:pray:1677,0
223,protective_covering.n.01,0
224,rust.n.04,0
225,a_harmful,0
226,conceptnet:religion:1409,0
227,conceptnet:floor:1306,0
228,conceptnet:garage:1419,0
229,conceptnet:cytology:1318,0
230,torso.n.01,0
231,conceptnet:bar:1219,0
232,conceptnet:a:1342,0
